Rate Change Amendment/Notification,,,,,,,,
VTSPrime,,,,,,,,
for BT Wholesale Affiliates,,,,,,,,
for Outbound Services,,,,,,,,
(Price Change Notification Form),,,,,,,,
,,,,,,,,
Company Name:  Fringland Ltd. (BT UK),,,Date:  18-Apr-2012,,,,,
Customer No:  34854,,,,,,,,
Secs Id:  26100,,,,,,,,
Billing Entity:  PBTUK,,,,,,,,
Submitted By:  BT Pricing Manager,,,,,,,,
,,,,,,,,
Changes,,,,,,,,
,,,,,,,,
Country,Destination,Peak/Off Peak Windows,Country Code(s),City Code(s),Price(£),Effective Date,Prime Assurance,Comments
Afghanistan,Areeba Mobile, ,93,77,0.0964,18-Apr-2012,,Current Rate 
Afghanistan,At Mobile, ,93,75,0.0756,18-Apr-2012,,Current Rate 
Afghanistan,Awcc Mobile, ,93,70,0.1084,18-Apr-2012,,Current Rate 
Afghanistan,Etisalat Mobile, ,93,78,0.1063,18-Apr-2012,,Current Rate 
Afghanistan,Other, ,93,,0.1418,18-Apr-2012,,Current Rate 
Afghanistan,Roshan Mobile, ,93,79,0.1258,18-Apr-2012,CLI Assured,Current Rate 
Albania,Amc Mobile, ,355,68,0.1481,18-Apr-2012,CLI Assured,Current Rate 
Albania,Eagle Mobile, ,355,67,0.1299,18-Apr-2012,,Current Rate 
Albania,Olo, ,355,4249,0.7033,25-Apr-2012,,Rate Increase 
Albania,Olo, ,355,4250,0.7033,25-Apr-2012,,Rate Increase 
Albania,Olo, ,355,4251,0.7033,25-Apr-2012,,Rate Increase 
Albania,Olo, ,355,4252,0.7033,25-Apr-2012,,Rate Increase 
Albania,Other, ,355,,0.0415,18-Apr-2012,,Current Rate 
Albania,Plus Mobile, ,355,66,0.1091,18-Apr-2012,,Current Rate 
Albania,Tirana, ,355,422,0.0405,18-Apr-2012,Direct Assured,Current Rate 
Albania,Tirana, ,355,423,0.0405,18-Apr-2012,Direct Assured,Current Rate 
Albania,Tirana, ,355,424,0.0405,18-Apr-2012,Direct Assured,Current Rate 
Albania,Vodafone Mobile, ,355,69,0.0527,25-Apr-2012,,Rate Increase 
Algeria,Algiers, ,213,20,0.032,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Algiers, ,213,21,0.032,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Algiers, ,213,22,0.032,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Algiers, ,213,982,0.032,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Algiers, ,213,983,0.032,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Mpta Mobile, ,213,6,0.0722,18-Apr-2012,,Current Rate 
Algeria,Mpta Mobile, ,213,98,0.0722,18-Apr-2012,,Current Rate 
Algeria,Mpta Mobile, ,213,99,0.0722,18-Apr-2012,,Current Rate 
Algeria,Orascom Mobile, ,213,7,0.143,18-Apr-2012,,Current Rate 
Algeria,Orascom Mobile, ,213,96,0.143,18-Apr-2012,,Current Rate 
Algeria,Other, ,213,,0.0329,18-Apr-2012,Direct Assured,Current Rate 
Algeria,Wataniya Mobile, ,213,5,0.1579,18-Apr-2012,,Current Rate 
American Samoa,Mobile, ,1684,2,0.0176,18-Apr-2012,,Current Rate 
American Samoa,Mobile, ,1684,73,0.0176,18-Apr-2012,,Current Rate 
American Samoa,Other, ,1684,,0.0217,18-Apr-2012,,Current Rate 
Andorra,Mobile, ,376,3,0.0678,19-Apr-2012,,Rate Decrease 
Andorra,Mobile, ,376,4,0.0678,19-Apr-2012,,Rate Decrease 
Andorra,Mobile, ,376,6,0.0678,19-Apr-2012,,Rate Decrease 
Andorra,Other, ,376,,0.011,18-Apr-2012,,Current Rate 
Angola,Movicel Mobile, ,244,91,0.0476,18-Apr-2012,,Current Rate 
Angola,Movicel Mobile, ,244,99,0.0476,18-Apr-2012,,Current Rate 
Angola,Other, ,244,,0.048,18-Apr-2012,,Current Rate 
Angola,Unitel Mobile, ,244,92,0.0486,18-Apr-2012,CLI Assured,Current Rate 
Angola,Unitel Mobile, ,244,93,0.0486,18-Apr-2012,CLI Assured,Current Rate 
Anguilla,Digicel Mobile, ,1264,536,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,537,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,538,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,539,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,543,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,581,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,582,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,583,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Digicel Mobile, ,1264,584,0.1033,25-Apr-2012,,Rate Increase 
Anguilla,Mobile, ,1264,235,0.0441,18-Apr-2012,,Current Rate 
Anguilla,Mobile, ,1264,469,0.0441,18-Apr-2012,,Current Rate 
Anguilla,Mobile, ,1264,476,0.0441,18-Apr-2012,,Current Rate 
Anguilla,Mobile, ,1264,729,0.0441,18-Apr-2012,,Current Rate 
Anguilla,Mobile, ,1264,772,0.0441,18-Apr-2012,,Current Rate 
Anguilla,Other, ,1264,,0.0388,18-Apr-2012,,Current Rate 
Antarctica,All Country, ,672,1,0.1033,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,464,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,72,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,732,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,734,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,736,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,764,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,77,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,780,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,781,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,782,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,783,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,784,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,785,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,786,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,788,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Mobile, ,1268,789,0.0386,18-Apr-2012,,Current Rate 
Antigua & Barbuda,Other, ,1268,,0.0595,18-Apr-2012,,Current Rate 
Argentina,Buenos Aires, ,54,11,0.0029,18-Apr-2012,,Current Rate 
Argentina,Central, ,54,230,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,232,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,291,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,299,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,342,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,348,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,353,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,358,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,381,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Central, ,54,387,0.0049,18-Apr-2012,Direct Assured,Current Rate 
Argentina,Cordoba, ,54,351,0.0047,18-Apr-2012,,Current Rate 
Argentina,La Plata, ,54,221,0.0047,18-Apr-2012,,Current Rate 
Argentina,Mar Del Plata, ,54,223,0.0047,18-Apr-2012,,Current Rate 
Argentina,Mendoza, ,54,261,0.0047,18-Apr-2012,,Current Rate 
Argentina,Mobile, ,54,9,0.0521,18-Apr-2012,,Current Rate 
Argentina,Other, ,54,,0.0086,25-Apr-2012,,Rate Increase 
Argentina,Rosario, ,54,341,0.0047,18-Apr-2012,,Current Rate 
Armenia,Armentel Mobile, ,374,91,0.0388,18-Apr-2012,,Current Rate 
Armenia,Armentel Mobile, ,374,96,0.0388,18-Apr-2012,,Current Rate 
Armenia,Armentel Mobile, ,374,99,0.0388,18-Apr-2012,,Current Rate 
Armenia,Karabakh, ,374,47,0.0355,18-Apr-2012,,Current Rate 
Armenia,Karabakh Mobile, ,374,97,0.039,19-Apr-2012,,Rate Decrease 
Armenia,Non Geographical, ,374,60,0.0408,18-Apr-2012,,Current Rate 
Armenia,Orange Mobile, ,374,55,0.0437,18-Apr-2012,,Current Rate 
Armenia,Orange Mobile, ,374,95,0.0437,18-Apr-2012,,Current Rate 
Armenia,Other, ,374,,0.0406,18-Apr-2012,,Current Rate 
Armenia,Viva Cell Mobile, ,374,77,0.0823,18-Apr-2012,,Current Rate 
Armenia,Viva Cell Mobile, ,374,93,0.0823,18-Apr-2012,,Current Rate 
Armenia,Viva Cell Mobile, ,374,94,0.0823,18-Apr-2012,,Current Rate 
Armenia,Viva Cell Mobile, ,374,98,0.0823,18-Apr-2012,,Current Rate 
