Dest_name	Prefix	Day	Evening	Weekend	Effective_Date
Dominican Republic Mobile Orange	1849889	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Orange	1849912	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809204	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809280	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809281	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809282	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809292	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809293	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809301	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809310	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809321	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809322	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809323	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809324	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809325	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809326	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809327	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809340	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809341	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809342	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809343	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809344	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809345	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809348	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809355	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809366	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094701	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094702	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094703	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094704	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094705	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094706	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094707	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18094708	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	180951569	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18095157	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18095158	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	18095159	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809624	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809628	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809629	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809630	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809631	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809632	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809634	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809635	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809637	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809639	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	180964	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809650	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809651	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809652	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809656	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809658	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809659	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809874	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809928	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809929	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809932	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809938	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809939	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809940	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809941	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809942	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809943	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809944	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809945	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809946	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809990	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809992	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1809999	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Other Carriers	1829710	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809201	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809203	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809205	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809206	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809207	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809208	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809209	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809210	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809212	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809214	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092223	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092224	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092225	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809223	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809224	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809225	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809228	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809229	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809230	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809232	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809235	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092480	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092482	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092484	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092485	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092486	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092487	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092488	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809249	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809250	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809251	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809252	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809253	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809254	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809256	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809257	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809258	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809259	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809260	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809264	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092651	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092652	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092653	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092654	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092655	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092656	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092657	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092658	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18092659	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809266	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809267	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809268	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809269	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809270	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809271	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809272	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809283	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809284	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809297	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809298	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809299	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809313	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809330	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809350	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809351	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809352	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809353	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809354	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809356	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809357	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809358	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809359	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809360	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809361	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809370	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809371	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809374	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809376	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809377	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809383	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809386	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809387	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809389	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180939	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809406	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809424	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809425	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809426	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809427	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809428	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809429	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809451	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809452	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809453	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809454	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809456	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809457	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809458	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809459	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809460	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809461	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809462	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809463	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809464	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809465	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809467	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809474	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809477	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809478	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809479	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809481	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809484	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809485	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809486	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809488	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180949	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809501	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809502	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809504	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809505	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809506	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809507	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809509	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809510	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809512	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809513	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809514	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095150	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809516	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809517	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809519	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809520	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954290	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954291	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954292	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954293	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954295	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954296	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954297	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	180954298	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095430	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095432	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095433	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095434	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095435	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095436	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095437	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095438	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095439	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095450	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095451	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095454	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095456	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	18095459	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809546	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809604	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809606	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809615	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809618	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809661	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809662	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809663	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809664	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809665	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809666	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809667	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809668	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809669	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809670	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809671	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809672	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809673	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809674	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809675	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809676	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809677	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809678	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809693	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809694	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809696	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809697	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809698	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809707	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809710	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809720	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809721	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809722	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809723	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809727	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809729	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809742	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809743	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809747	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809749	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809750	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809751	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809752	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809753	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809754	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809756	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809757	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809758	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809759	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809760	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809761	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809762	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809763	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809764	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809765	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809767	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809768	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809769	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809771	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809772	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809773	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809774	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809775	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809776	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809778	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809782	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809783	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809785	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809786	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809787	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809789	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809790	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809791	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809796	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809798	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809812	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809814	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809821	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809827	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809828	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809829	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809834	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809835	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809836	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809837	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809838	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809839	0.066500	0.066500	0.066500	Jul  1 2012
Dominican Republic Mobile Verizon	1809840	0.066500	0.066500	0.066500	Jul  1 2012
